gene	DAY0_rep1	DAY0_rep2	DAY0_rep3	DAY4_rep1	DAY4_rep2	DAY4_rep3	DAY7_rep1	DAY7_rep2	DAY7_rep3	EARLY_DAY10_rep1	EARLY_DAY10_rep2	EARLY_DAY10_rep3	LATE_DAY10_rep1	LATE_DAY10_rep2	LATE_DAY10_rep3	DAY14_rep1	DAY14_rep2	DAY14_rep3	DAY21_rep1	DAY21_rep2	DAY21_rep3
Glra2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gemin8	363	310	302	168	177	178	216	154	181	175	200	191	58	96	73	147	121	102	79	111	95
Gpm6b	3	5	2	0	2	3	2	3	1	5	5	4	4	1	1	1	7	6	13	9	3
Ofd1	781	737	700	451	518	471	422	383	462	532	620	543	225	198	248	300	430	261	287	347	394
Trappc2	431	413	397	379	368	374	387	368	430	362	435	406	175	157	144	208	296	238	208	176	212
Rab9	1832	1661	1680	1236	1254	1209	1205	1057	1251	1103	1302	1107	394	487	517	709	578	564	557	582	543
Tceanc	250	232	252	198	191	206	200	195	226	217	196	186	106	61	71	102	115	63	82	83	108
Egfl6	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmsb4x	18299	15777	15941	8363	8039	8195	8651	7763	9601	7277	8794	8021	3523	3037	2963	3774	4356	3760	3555	3576	3956
Tlr8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tlr7	2	2	2	0	17	5	1	2	0	0	3	3	3	0	0	1	0	4	0	0	1
Prps2	1583	1305	1441	802	817	783	893	761	942	1076	1284	1125	446	544	396	520	486	435	590	377	549
Frmpd4	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
Msl3	2620	2354	2300	2057	2030	2093	2052	1993	2303	2002	2407	2214	834	869	924	1135	1102	980	1094	922	982
Arhgap6	271	275	236	58	65	79	55	53	50	79	113	93	38	37	38	50	24	38	48	27	41
Amelx	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hccs	1085	992	948	651	668	678	678	645	763	765	977	813	305	377	331	348	500	344	437	365	486
Mid1	3776	3325	3448	1676	1766	1704	1537	1343	1584	2107	2236	1958	682	905	932	896	757	759	1145	876	968
Asmt	0	3	0	0	0	0	3	0	0	5	0	2	0	0	1	0	0	0	0	0	0
Hnf4g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-R5s194	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfhx4	2921	2590	2735	2276	2329	2230	1882	2016	1843	2768	3273	2888	836	1344	1406	1238	1423	1243	1560	1284	1900
Pex2	1013	852	903	841	895	904	807	732	873	837	988	825	334	368	349	409	504	383	331	370	427
Pkia	7	1	1	2	1	4	0	2	1	3	0	1	1	0	0	0	1	8	3	12	3
Zc2hc1a	1575	1398	1445	886	864	835	927	852	969	803	909	840	308	322	386	461	414	273	364	344	396
Il7	393	328	307	76	82	78	106	74	95	97	122	107	41	58	31	75	38	60	29	40	66
Stmn2	0	0	0	0	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hey1	3	7	1	3	4	2	4	0	3	3	6	6	0	0	1	10	10	9	9	1	9
Mrps28	668	623	642	947	926	896	820	722	831	641	736	698	297	263	262	336	427	315	355	312	334
Tpd52	145	124	102	277	277	240	264	212	269	123	142	130	73	46	38	112	77	41	80	42	47
Zbtb10	610	527	517	517	475	496	430	393	487	485	495	482	141	174	274	283	213	145	284	165	269
Zfp704	2954	2721	2670	2246	2078	1940	2286	2292	2450	2892	3375	2858	935	1390	1326	1202	1033	1138	1370	1028	1355
Pag1	246	242	210	174	158	157	120	117	120	165	160	151	46	72	73	73	78	52	85	69	91
Fabp5	2299	2084	2211	690	760	826	406	349	413	586	709	603	210	284	261	503	321	230	273	397	362
Pmp2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
Fabp9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fabp4	3	1	0	6	1	6	0	0	1	0	0	1	1	0	0	0	3	0	5	0	0
Fabp12	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Impa1	1152	1060	998	859	794	795	842	766	809	882	963	945	368	411	332	320	467	270	356	291	303
Slc10a5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
Zfand1	595	519	524	435	480	464	389	363	404	316	393	317	107	130	172	140	205	123	176	117	159
Chmp4c	15	15	8	19	17	16	14	11	16	10	15	15	4	4	9	8	15	14	8	1	6
Snx16	345	275	276	257	245	260	285	225	273	276	279	251	100	126	95	127	113	102	109	128	133
Ralyl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc7a12	0	0	0	98	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Lrrcc1	1542	1494	1515	2758	2644	2625	1896	1744	1874	1730	2082	1696	647	511	1043	714	779	873	845	603	648
E2f5	273	255	247	233	229	249	258	217	270	264	338	258	123	95	120	169	193	161	206	183	133
Car13	421	401	399	801	717	773	606	570	655	583	666	590	222	290	221	379	259	328	257	203	292
Car1	0	0	0	79	79	78	182	139	148	39	36	45	15	16	16	132	132	100	95	89	105
Car3	100	102	102	3021	2885	2589	4193	3689	4475	1699	1950	1733	887	573	665	2594	1232	2226	1992	1473	1951
Car2	1	0	0	1	0	0	10	0	0	0	1	1	2	0	1	0	1	0	1	0	1
Sirpb1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sirpb1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sirpb1c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ythdf3	3086	2629	2725	2321	2369	2219	2187	2053	2349	2310	2785	2336	876	954	1120	1364	1332	1224	1350	1305	1439
Mir124-2hg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir124a-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cypt12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bhlhe22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp7b1	20	17	32	20	15	14	5	12	7	9	13	9	4	6	4	7	3	5	2	6	4
Armc1	1474	1240	1165	1036	1047	1025	1026	877	1052	1012	1288	1110	437	454	460	550	502	499	541	485	589
Mtfr1	1310	1203	1247	1193	1313	1333	1270	1202	1432	1070	1253	1162	388	539	465	625	704	523	718	540	608
Pde7a	608	450	457	495	418	356	382	391	353	466	427	346	224	163	107	147	351	235	205	125	163
Dnajc5b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trim55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crh	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cp	1087	1122	1032	487	571	576	652	569	813	1770	2086	1673	508	944	772	779	722	651	1064	861	1063
Hps3	592	559	544	450	493	510	345	340	355	447	536	423	141	231	191	149	225	159	173	135	236
Hltf	813	772	843	1517	1638	1532	1094	1051	1224	919	1120	909	347	365	458	356	525	417	443	351	452
Gyg	1167	997	1052	741	728	658	671	537	696	639	843	742	235	367	288	233	264	212	264	274	254
Cpa3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir7007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cpb1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agtr1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbl1xr1	2544	2362	2552	1873	2008	2013	1892	1791	2044	2107	2613	2183	606	1434	769	1038	1007	780	1096	903	1116
Rprl2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Naaladl2	0	0	0	0	4	2	2	0	0	2	2	0	0	0	0	0	0	0	0	0	0
Nlgn1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Spata16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ect2	886	822	800	329	308	315	558	593	548	1360	1538	1407	527	611	567	1043	590	957	1076	811	1041
Nceh1	722	672	675	535	573	521	550	503	575	721	806	765	242	322	352	304	327	240	376	319	374
Tnfsf10	19	11	6	8	6	4	8	8	10	1	4	3	0	1	4	0	1	0	1	0	0
Ghsr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Fndc3b	7484	6875	6581	8686	9203	8504	7634	7276	8622	7164	8079	7264	2579	3536	2871	4115	3108	2936	4986	3202	4779
Mir3092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem212	1	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Pld1	559	493	506	391	437	399	403	406	485	466	561	482	216	183	197	238	155	175	275	197	259
Tnik	1	0	2	1	2	7	1	2	1	8	7	4	1	0	0	1	0	17	160	0	25
Mir466q	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc2a2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0
Eif5a2	445	410	420	324	360	309	352	335	416	463	550	466	169	200	219	208	224	160	250	177	173
Rpl22l1	7849	6663	6889	9816	9492	9575	8085	7478	9006	5705	6854	6393	2875	2425	2195	2646	3575	2440	2118	1960	2163
Egfem1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir551b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir21b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mannr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mecom	0	0	3	0	0	1	1	0	0	0	3	0	0	0	2	2	0	0	3	1	0
Mecomos	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actrt3	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Mynn	824	706	698	642	778	718	680	617	647	638	708	547	253	195	302	342	319	398	359	400	357
Lrrc34	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Lrriq4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Samd7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sec62	4596	3677	3426	4742	4580	4245	4163	3946	4546	3619	4633	3843	1203	1541	2092	2099	2241	1845	1906	2346	2352
Gpr160	4	1	6	3	1	1	1	3	2	5	2	2	0	0	1	7	7	0	0	0	1
Phc3	2482	2339	2173	1860	1898	1764	1737	1742	1901	1974	2152	1860	604	866	929	1028	816	984	1292	780	1245
Prkci	4819	4537	4448	2519	2508	2396	2648	2519	2802	3081	3729	3161	1095	1557	1325	1597	1385	1387	1590	1561	1769
Mir7008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Skil	777	648	646	833	917	765	763	777	889	914	1011	941	290	396	462	484	548	321	802	730	893
Cldn11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc7a14	14	12	11	10	10	8	10	13	8	13	10	7	6	0	1	10	1	12	15	0	13
Kcnmb2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Zmat3	5689	5166	5187	4348	4384	4193	3153	3009	3454	3005	3551	3134	920	1729	1256	1115	1417	965	1002	827	1015
Pik3ca	2395	2287	2663	2380	2271	2175	1836	2009	2721	2332	2704	2563	885	1055	1084	1196	1483	1239	1269	1625	1299
Kcnmb3	0	1	0	1	0	1	1	0	1	1	0	0	0	0	0	0	249	0	0	0	0
Zfp639	915	898	846	517	515	595	558	484	514	579	631	564	251	233	220	361	321	261	260	297	317
Mfn1	1594	1136	1063	1119	1004	977	846	898	1090	851	1207	875	368	506	293	452	451	351	433	343	556
Gnb4	324	289	275	263	310	301	254	207	245	360	433	416	127	241	119	109	74	74	78	114	109
Actl6a	1256	1169	1139	839	857	807	881	818	928	1061	1212	1066	382	487	461	518	530	442	456	397	611
Mrpl47	549	466	522	459	418	440	402	370	333	346	442	424	227	117	136	169	241	168	231	158	162
Ndufb5	1926	1709	1602	1424	1288	1302	1491	1391	1615	1307	1527	1371	651	530	482	752	834	701	789	650	782
Usp13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pex5l	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ttc14	1705	1706	1715	1297	1335	1297	995	1010	1127	1048	1272	953	441	311	545	643	546	430	421	301	486
Ccdc39	110	94	91	47	45	44	28	46	41	27	47	29	12	8	21	20	48	10	7	4	17
Fxr1	3698	3404	3288	3137	3142	3067	3044	2714	3189	2578	2971	2631	1106	957	1176	1717	1515	1260	1368	1311	1429
Dnajc19	676	661	635	641	588	641	495	426	547	552	654	592	239	213	260	254	328	300	214	257	300
Sox2ot	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
RF01953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir1897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sox2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir6378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp11b	1679	1541	1453	1429	1553	1398	1413	1312	1421	1498	1790	1527	535	644	738	869	892	747	987	669	916
Dcun1d1	1586	1506	1512	1453	1708	1585	1343	1220	1384	1299	1521	1295	537	423	674	636	785	589	761	517	763
Mccc1	661	601	593	693	660	707	629	580	680	532	592	557	201	240	228	297	246	246	238	213	276
Mccc1os	8	4	9	6	11	9	5	7	1	5	7	5	2	1	3	1	2	1	6	2	0
Ccdc144b	12	7	14	7	6	9	15	8	11	11	14	5	1	1	7	8	6	7	14	6	8
Acad9	1657	1393	1558	994	1013	1020	1041	934	1076	1041	1268	927	333	361	600	720	372	557	766	372	557
D3Ertd254e	776	668	693	674	665	670	582	563	675	598	707	620	196	279	294	350	292	293	379	329	365
Qrfpr	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anxa5	13523	12080	12491	18537	18412	17774	17847	16214	18403	13227	15097	13709	5335	5891	5469	5610	6527	6053	6469	5598	6331
Mir7009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exosc9	1000	942	959	726	716	767	638	609	673	699	741	705	254	317	285	330	444	265	330	346	363
Ccna2	1626	1391	1378	401	369	394	701	654	737	1881	2220	1929	554	1045	815	2717	1081	2392	2336	2144	2146
Bbs7	497	426	436	374	374	325	286	249	277	388	405	335	117	153	180	160	147	189	187	152	141
Trpc3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Adad1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Il2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Il21	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Cetn4	144	128	154	67	80	88	99	107	106	99	117	97	45	36	43	60	55	26	56	58	56
Bbs12	221	214	190	104	120	113	109	102	108	146	161	115	62	58	48	69	102	46	89	30	72
Fgf2os	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0
Fgf2	361	352	322	214	226	237	214	221	236	273	317	283	79	129	141	116	119	116	176	92	132
Nudt6	75	53	51	67	87	74	44	58	52	51	69	61	12	22	40	26	36	22	46	22	32
Spata5	578	530	573	431	633	496	373	324	349	470	561	511	197	206	208	198	405	201	220	323	257
Spry1	451	391	444	498	471	481	561	481	550	1203	1421	1257	457	559	526	466	413	490	858	838	1071
Ankrd50	4891	4606	4590	6236	5833	5880	5528	5007	5371	4573	4616	4500	1802	1550	2096	3273	2191	2138	2653	1807	2356
Fat4	1863	1718	1678	593	638	614	448	500	541	782	909	778	240	375	375	383	230	292	346	298	350
n-R5s195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Intu	158	135	124	182	184	175	216	206	252	165	201	160	64	79	65	84	104	84	86	67	81
Slc25a31	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Hspa4l	196	127	203	163	172	153	166	191	181	271	280	258	49	83	204	249	172	121	225	149	157
Plk4	755	649	853	346	284	286	382	361	415	747	908	872	275	379	350	471	466	378	409	451	590
Mfsd8	255	252	274	294	309	300	225	241	278	264	344	265	132	128	86	218	170	123	161	109	181
Abhd18	254	179	190	254	184	227	266	242	255	222	187	139	44	50	133	139	86	110	88	30	61
Larp1b	84	59	58	195	228	181	168	163	186	234	223	180	54	104	99	143	118	87	158	114	155
Pgrmc2	2121	1892	1914	1604	1621	1567	1600	1404	1681	1602	1879	1676	556	824	681	958	918	742	910	768	888
Platr4	3	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	1	0	0	0	0
Jade1	350	319	312	153	151	150	179	179	203	418	500	448	108	215	229	168	201	172	388	176	187
Sclt1	382	332	326	241	220	232	267	247	269	358	361	359	133	128	168	191	235	157	249	185	145
D3Ertd751e	186	171	142	137	86	87	106	89	107	133	122	113	39	35	74	55	68	69	102	50	48
Pcdh10	3	9	17	3	4	3	19	1	9	1	9	0	1	1	1	27	3	11	16	1	12
Pabpc4l	18	22	24	18	11	7	30	11	1	9	11	13	6	5	4	8	6	5	3	2	2
Mir6379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdh18	2661	2506	2388	1659	1490	1374	1749	1669	1904	2012	2302	2058	855	787	881	1579	984	1400	1447	1382	2137
Slc7a11	439	373	405	370	566	570	60	42	60	61	59	47	15	31	23	75	66	21	46	61	61
Noct	2849	2513	2591	1974	2072	1835	1874	1954	2231	1865	2082	1742	621	838	811	995	992	663	851	1256	1030
Elf2	2363	2095	2114	2059	2042	1908	2285	2104	2542	2179	2554	2161	821	1005	915	1095	1170	897	1342	931	1390
Mgarp	1	1	3	11	15	7	37	27	39	20	21	22	9	4	13	16	20	8	9	4	4
Ndufc1	799	661	660	588	567	561	615	535	620	493	707	597	227	246	237	222	337	295	251	199	261
Naa15	3089	2797	2550	1891	1952	1875	1789	1660	1831	2075	2064	2048	751	790	926	1403	1055	897	1262	843	1252
Rab33b	824	755	750	868	898	822	1025	880	1029	805	971	837	333	429	279	362	424	351	389	336	573
Setd7	3950	3643	3492	2491	2486	2411	2335	2198	2574	2284	2631	2355	764	1021	1119	896	816	955	1013	811	1078
Mgst2	21	16	23	27	15	16	16	9	17	18	15	21	8	3	11	8	13	3	12	16	13
Maml3	587	543	528	631	574	553	690	643	713	852	953	822	312	358	375	328	354	495	518	410	727
n-R5s196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxo1	710	613	586	747	739	672	934	861	1067	882	998	907	342	395	372	599	445	511	886	658	878
Cog6	1270	1170	1186	2044	2196	1807	1941	1794	2054	1191	1372	1206	492	519	484	710	599	692	682	519	689
Lhfp	3263	3007	2938	1554	1600	1664	1799	1644	1964	2420	2930	2559	947	1228	972	1044	1066	1038	1232	1148	1431
Nhlrc3	719	657	796	614	536	589	515	523	602	686	654	621	198	276	315	260	241	236	266	237	310
Proser1	532	524	466	491	456	461	415	411	480	463	490	442	138	180	242	236	201	190	283	200	261
Stoml3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Frem2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Ufm1	1769	1555	1372	1946	2025	2013	1702	1605	1798	1620	1633	1636	804	494	642	672	879	880	835	657	536
Trpc4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Postn	51490	47911	49442	14863	15008	16275	11859	10735	12256	13887	15796	14139	5057	6099	6298	6142	5950	5822	6551	8138	10929
Supt20	1632	1472	1489	1073	987	1069	801	776	868	872	1021	848	317	372	400	599	573	505	544	529	511
Exosc8	869	782	763	478	504	468	500	426	536	660	744	709	270	264	304	379	305	312	352	223	293
Alg5	1022	982	965	1578	1601	1623	1294	1090	1358	882	1035	912	350	429	347	512	529	462	440	416	550
Smad9	292	251	237	204	197	177	198	202	266	187	216	174	68	75	86	113	72	122	54	98	159
Rfxap	429	357	282	339	375	311	424	376	448	356	399	333	219	134	81	242	224	258	233	208	166
Sertm1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccna1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spg20	3895	3600	3705	2914	3034	2890	3085	2857	3416	2523	2830	2488	924	1129	1070	1139	1245	945	1232	1163	1335
Ccdc169	6	4	5	4	2	8	2	5	6	6	4	6	3	1	1	0	0	1	3	0	1
Sohlh2	4	1	1	1	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0
Dclk1	5938	5251	5191	1762	1888	1827	1209	1019	1332	1206	1512	1258	467	559	552	623	529	603	408	477	526
Nbea	404	284	291	261	229	276	242	188	236	227	248	212	75	114	86	64	102	92	115	75	64
Mab21l1	481	492	479	257	245	275	213	171	219	252	306	266	87	120	122	99	101	72	91	58	86
Tm4sf1	810	761	826	1286	1307	1223	1157	1068	1187	958	1101	1075	378	349	521	644	453	715	605	461	538
Tm4sf4	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	394	0	0
Wwtr1	3918	3494	3495	4308	4398	4208	4445	4202	4789	4236	4797	4422	1442	2073	1867	1924	2025	1548	2104	1911	2270
Mir6377	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Commd2	722	657	565	696	767	735	648	670	780	720	789	695	263	290	324	259	439	314	287	268	375
BB187690	12	20	18	12	14	14	6	7	13	5	8	6	0	1	6	6	0	0	3	0	1
Ankub1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Rnf13	2254	2180	1956	2705	2610	2608	2552	2298	2656	2463	2860	2408	897	1133	1047	1493	1326	1032	1254	997	1225
Pfn2	1311	1115	1077	754	754	830	480	418	505	564	639	629	224	217	288	207	243	232	245	170	187
Tsc22d2	4722	4041	4048	2094	2129	2103	2136	2125	2366	2380	2803	2497	710	1198	1178	1251	1036	1016	1396	1095	1513
Serp1	7670	6773	7002	12387	12685	12446	10295	9531	11319	7038	8523	7861	3120	3321	2848	3159	5119	2869	3307	3215	3355
Eif2a	2617	2338	2443	2189	2172	2215	2145	1970	2337	1871	2159	1939	752	942	682	1290	1043	1046	1157	1028	933
Selenot	3898	3383	3318	2858	2892	2809	2622	2475	2840	2979	3561	3148	1236	1283	1321	1527	1674	1418	1691	1546	1644
Erich6	1	1	1	1	1	1	1	1	2	1	0	1	0	0	0	0	1	356	1	745	1414
AU022133	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Siah2	690	595	606	513	574	561	430	403	486	392	429	419	133	140	225	287	221	146	283	190	220
Clrn1	0	2	2	4	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Med12l	48	62	60	18	14	14	9	5	1	6	12	11	2	7	4	1	8	1	1	3	1
Gpr171	0	0	0	1	0	0	5	12	5	5	6	6	0	0	0	0	0	0	39030	0	0
P2ry14	1	10	1	7	7	1	0	0	0	4	1	0	1	1	3	3	1	1	1	4	2
Gpr87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P2ry13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P2ry12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igsf10	10427	9844	8943	2218	2504	2692	1335	1193	1305	2365	2452	1818	595	1031	1052	520	617	459	502	483	750
Aadacl2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Aadac	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sucnr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mbnl1	6974	6366	5970	6268	6524	6177	4974	4797	5337	6471	7454	6320	2351	2558	3145	2989	2690	2840	3259	2860	3725
P2ry1	4	0	5	0	1	0	0	6	0	1	0	1	0	1	0	0	0	0	1	0	3
Rap2b	1364	1211	1228	850	911	900	767	705	802	873	1000	910	368	317	418	511	381	357	397	379	335
Arhgef26	0	1	4	7	6	1	0	0	1	1	0	0	0	0	2	0	0	0	0	0	2
Dhx36	2530	2429	2342	1762	1767	1787	1705	1709	2026	1989	2246	1986	628	1003	863	1154	981	1011	1164	942	1276
Gpr149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Mme	6996	6381	6470	5250	5302	5691	4782	4584	5036	8016	9028	7735	2541	3581	3794	4117	2480	3388	5403	2776	3874
Plch1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc33a1	1287	1201	1147	1117	1095	1113	1065	912	1162	1076	1223	1112	356	490	518	407	549	343	479	450	531
Gmps	2395	2222	2178	1286	1379	1380	1429	1314	1509	1629	1973	1751	591	777	765	851	929	727	961	893	1132
Vmn2r1	56	29	35	43	25	29	31	35	29	32	28	27	13	14	7	11	37	7	42	10	17
Vmn2r2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r3	7	7	8	10	8	7	9	6	5	5	9	7	6	0	1	3	1	1	5	0	0
Vmn2r4	7	5	3	5	6	4	3	3	3	3	2	6	0	0	3	1	6	4	6	0	4
Vmn2r5	0	0	0	0	0	0	1	4	0	1	0	0	0	0	0	0	0	0	0	0	5009
Vmn2r6	4	2	3	7	0	0	4	2	6	6	5	2	0	0	4	1	0	0	1	1	1
Vmn2r7	5	5	2	2	3	3	3	2	0	5	6	8	1	1	0	1	1	0	1	0	0
Kcnab1	5	1	3	7	12	8	13	11	4	17	15	10	0	8	9	4	3	9	5	8	1
Ssr3	16581	14956	15689	20645	21403	20370	19564	18521	21231	15706	18319	16414	6212	7071	6757	7851	8953	7412	8589	7305	8796
Tiparp	1142	1015	1070	938	894	854	883	813	1021	939	1065	946	352	393	426	766	351	459	678	485	506
Mir8120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Lekr1	84	79	101	43	52	55	59	40	56	55	71	56	27	21	24	38	47	20	37	31	24
Ccnl1	1693	1437	1524	1601	1576	1520	1125	1027	1131	999	1285	962	434	314	538	520	493	647	409	367	507
Veph1	68	80	55	62	38	60	59	79	103	79	107	76	33	42	30	40	32	21	67	17	28
Tpi-rs2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptx3	2781	2609	2539	421	481	463	529	541	693	748	925	873	291	387	337	542	672	225	330	670	819
Shox2	856	729	754	417	473	437	469	410	483	403	542	468	155	253	157	181	229	161	195	256	284
Rsrc1	1807	1632	1588	954	1075	919	1343	1219	1363	1257	1539	1309	477	547	607	696	859	609	723	583	809
